goals,assists,xg,xa,shots,key_passes,big_chances_created,dribbles,final_third_passes,tackles_won,interceptions,recoveries,clearances,aerials_won,minutes,appearances,player_id,player,slug,team,league,position,season,goals_p90,assists_p90,xg_p90,xa_p90,shots_p90,key_passes_p90,big_chances_created_p90,dribbles_p90,final_third_passes_p90,tackles_won_p90,interceptions_p90,recoveries_p90,clearances_p90,aerials_won_p90
0,0,0.43,0.16,2,0,0,1,33,5,4,30,20,9,482,6,149734,Aymeric Laporte,aymeric-laporte,Athletic Club,La Liga,Defender,2026/27,0.0,0.0,0.0803,0.0299,0.3734,0.0,0.0,0.1867,6.1618,0.9336,0.7469,5.6017,3.7344,1.6805
0,0,0.03,0.25,1,1,0,0,26,8,12,11,3,4,373,5,1171619,Beñat Gerenabarrena,benat-gerenabarrena,Athletic Club,La Liga,Midfielder,2026/27,0.0,0.0,0.0072,0.0603,0.2413,0.2413,0.0,0.0,6.2735,1.9303,2.8954,2.6542,0.7239,0.9651
0,2,1.74,0.08,12,5,1,4,13,4,1,7,1,5,392,6,783374,Iñaki Williams,inaki-williams,Athletic Club,La Liga,Midfielder,2026/27,0.0,0.4592,0.3995,0.0184,2.7551,1.148,0.2296,0.9184,2.9847,0.9184,0.2296,1.6071,0.2296,1.148
0,0,0.08,0.33,2,6,0,1,31,5,7,11,6,7,344,5,910267,Jesús Areso,jesus-areso,Athletic Club,La Liga,Defender,2026/27,0.0,0.0,0.0209,0.0863,0.5233,1.5698,0.0,0.2616,8.1105,1.3081,1.8314,2.8779,1.5698,1.8314
1,0,1.06,1.32,12,7,1,6,56,6,4,17,4,2,364,6,1085400,Nico Williams,nico-williams,Athletic Club,La Liga,Midfielder,2026/27,0.2473,0.0,0.2621,0.3264,2.967,1.7308,0.2473,1.4835,13.8462,1.4835,0.989,4.2033,0.989,0.4945
1,0,2.58,1.19,17,9,1,12,60,2,2,19,0,6,515,6,966801,Oihan Sancet,oihan-sancet,Athletic Club,La Liga,Midfielder,2026/27,0.1748,0.0,0.4509,0.208,2.9709,1.5728,0.1748,2.0971,10.4854,0.3495,0.3495,3.3204,0.0,1.0485
2,0,1.37,0.47,9,6,0,5,40,3,6,17,0,0,317,5,944165,Robert Navarro,robert-navarro,Athletic Club,La Liga,Midfielder,2026/27,0.5678,0.0,0.389,0.1334,2.5552,1.7035,0.0,1.4196,11.3565,0.8517,1.7035,4.8265,0.0,0.0
0,1,0.16,0.03,3,2,1,4,19,1,4,14,14,7,315,4,807648,Yeray Álvarez,yeray-alvarez,Athletic Club,La Liga,Defender,2026/27,0.0,0.2857,0.0457,0.0086,0.8571,0.5714,0.2857,1.1429,5.4286,0.2857,1.1429,4.0,4.0,2.0
0,0,0.26,0.35,11,6,1,1,56,7,4,27,7,4,367,5,84531,Yuri Berchiche,yuri-berchiche,Athletic Club,La Liga,Defender,2026/27,0.0,0.0,0.0638,0.0858,2.6975,1.4714,0.2452,0.2452,13.733,1.7166,0.9809,6.6213,1.7166,0.9809
1,0,1.17,0.64,10,12,1,4,58,3,0,10,0,0,460,7,824200,Ademola Lookman,ademola-lookman,Atlético Madrid,La Liga,Forward,2026/27,0.1957,0.0,0.2289,0.1252,1.9565,2.3478,0.1957,0.7826,11.3478,0.587,0.0,1.9565,0.0,0.0
2,1,2.11,0.47,10,3,2,11,82,9,4,20,10,4,535,6,177177,Alejandro Grimaldo,alex-grimaldo,Atlético Madrid,La Liga,Midfielder,2026/27,0.3364,0.1682,0.355,0.0791,1.6822,0.5047,0.3364,1.8505,13.7944,1.514,0.6729,3.3645,1.6822,0.6729
4,1,1.12,1.26,15,14,1,0,78,2,9,17,1,1,455,7,910031,Alex Baena,alex-baena,Atlético Madrid,La Liga,Midfielder,2026/27,0.7912,0.1978,0.2215,0.2492,2.967,2.7692,0.1978,0.0,15.4286,0.3956,1.7802,3.3626,0.1978,0.1978
0,2,0.37,0.43,8,3,2,7,61,4,9,23,25,8,549,7,807771,Dávid Hancko,david-hancko,Atlético Madrid,La Liga,Defender,2026/27,0.0,0.3279,0.0607,0.0705,1.3115,0.4918,0.3279,1.1475,10.0,0.6557,1.4754,3.7705,4.0984,1.3115
2,2,1.0,0.42,9,5,1,2,59,10,6,27,5,11,474,7,1099352,Giuliano Simeone,giuliano-simeone,Atlético Madrid,La Liga,Midfielder,2026/27,0.3797,0.3797,0.1899,0.0797,1.7089,0.9494,0.1899,0.3797,11.2025,1.8987,1.1392,5.1266,0.9494,2.0886
2,1,1.24,0.88,20,10,3,12,87,8,2,19,2,3,469,7,917087,Kang-in Lee,kang-in-lee,Atlético Madrid,La Liga,Midfielder,2026/27,0.3838,0.1919,0.238,0.1689,3.838,1.919,0.5757,2.3028,16.6951,1.5352,0.3838,3.6461,0.3838,0.5757
0,0,0.12,0.6,2,8,1,1,108,8,2,20,1,0,358,7,84539,Koke,koke,Atlético Madrid,La Liga,Midfielder,2026/27,0.0,0.0,0.0302,0.1508,0.5028,2.0112,0.2514,0.2514,27.1508,2.0112,0.5028,5.0279,0.2514,0.0
1,0,0.15,0.09,2,0,0,0,30,5,1,15,9,6,403,6,1094106,Marc Pubill,marc-pubill,Atlético Madrid,La Liga,Defender,2026/27,0.2233,0.0,0.0335,0.0201,0.4467,0.0,0.0,0.0,6.6998,1.1166,0.2233,3.3499,2.0099,1.34
0,1,0.11,0.23,3,9,0,4,81,6,9,26,8,2,465,7,353138,Marcos Llorente,marcos-llorente,Atlético Madrid,La Liga,Defender,2026/27,0.0,0.1935,0.0213,0.0445,0.5806,1.7419,0.0,0.7742,15.6774,1.1613,1.7419,5.0323,1.5484,0.3871
0,0,0.17,0.31,3,8,0,2,41,4,8,17,8,5,353,7,859917,Morten Hjulmand,morten-hjulmand,Atlético Madrid,La Liga,Midfielder,2026/27,0.0,0.0,0.0433,0.079,0.7649,2.0397,0.0,0.5099,10.4533,1.0198,2.0397,4.3343,2.0397,1.2748
1,0,0.56,0.23,6,3,1,3,22,0,0,12,3,6,394,7,949962,Ferrán Jutglà,ferran-jutgla,Celta Vigo,La Liga,Forward,2026/27,0.2284,0.0,0.1279,0.0525,1.3706,0.6853,0.2284,0.6853,5.0254,0.0,0.0,2.7411,0.6853,1.3706
1,0,0.25,0.42,5,1,1,2,79,8,5,27,6,0,492,7,962890,Ilaix Moriba,ilaix-moriba,Celta Vigo,La Liga,Midfielder,2026/27,0.1829,0.0,0.0457,0.0768,0.9146,0.1829,0.1829,0.3659,14.4512,1.4634,0.9146,4.939,1.0976,0.0
0,0,0.08,0.43,3,6,1,4,46,5,6,20,8,4,376,7,1008259,Javier Rueda,javier-rueda,Celta Vigo,La Liga,Midfielder,2026/27,0.0,0.0,0.0191,0.1029,0.7181,1.4362,0.2394,0.9574,11.0106,1.1968,1.4362,4.7872,1.9149,0.9574
0,0,0.27,0.19,3,0,0,0,92,5,10,24,25,7,411,5,69408,Marcos Alonso,marcos-alonso,Celta Vigo,La Liga,Defender,2026/27,0.0,0.0,0.0591,0.0416,0.6569,0.0,0.0,0.0,20.146,1.0949,2.1898,5.2555,5.4745,1.5328
1,2,0.18,0.76,7,7,1,3,113,5,2,30,6,4,579,7,1398526,Miguel Román,miguel-roman,Celta Vigo,La Liga,Midfielder,2026/27,0.1554,0.3109,0.028,0.1181,1.0881,1.0881,0.1554,0.4663,17.5648,0.7772,0.3109,4.6632,0.9326,0.6218
0,0,0.55,0.74,4,4,1,4,89,2,2,20,5,0,456,7,1002764,Sergio Carreira,sergio-carreira,Celta Vigo,La Liga,Midfielder,2026/27,0.0,0.0,0.1086,0.1461,0.7895,0.7895,0.1974,0.7895,17.5658,0.3947,0.3947,3.9474,0.9868,0.0
0,0,0.78,0.2,4,3,0,2,23,3,2,6,2,2,310,6,1126779,Williot Swedberg,williot-swedberg,Celta Vigo,La Liga,Midfielder,2026/27,0.0,0.0,0.2265,0.0581,1.1613,0.871,0.0,0.5806,6.6774,0.871,0.5806,1.7419,0.5806,0.5806
0,0,0.09,0.1,1,1,0,0,39,4,14,29,30,5,585,7,1145100,Yoel Lago,yoel-lago,Celta Vigo,La Liga,Defender,2026/27,0.0,0.0,0.0138,0.0154,0.1538,0.1538,0.0,0.0,6.0,0.6154,2.1538,4.4615,4.6154,0.7692
0,0,0.16,0.12,5,0,0,9,34,9,11,24,8,7,561,7,1082968,Abderrahman Rebbach,abderrahman-rebbach,Deportivo Alavés,La Liga,Midfielder,2026/27,0.0,0.0,0.0257,0.0193,0.8021,0.0,0.0,1.4439,5.4545,1.4439,1.7647,3.8503,1.2834,1.123
0,0,0.2,0.23,7,2,0,1,40,7,13,27,8,2,526,7,855832,Antonio Blanco,antonio-blanco,Deportivo Alavés,La Liga,Midfielder,2026/27,0.0,0.0,0.0342,0.0394,1.1977,0.3422,0.0,0.1711,6.8441,1.1977,2.2243,4.6198,1.3688,0.3422
0,0,0.1,0.12,2,2,0,3,29,10,4,24,23,5,510,6,235648,Jonny Otto,jonny-otto,Deportivo Alavés,La Liga,Defender,2026/27,0.0,0.0,0.0176,0.0212,0.3529,0.3529,0.0,0.5294,5.1176,1.7647,0.7059,4.2353,4.0588,0.8824
4,0,1.24,0.36,16,4,1,3,29,12,0,18,5,15,484,6,814385,Lucas Boyé,lucas-boye,Deportivo Alavés,La Liga,Forward,2026/27,0.7438,0.0,0.2306,0.0669,2.9752,0.7438,0.186,0.5579,5.3926,2.2314,0.0,3.3471,0.9298,2.7893
3,3,1.29,0.36,9,3,1,5,16,1,0,12,3,8,323,7,175753,Mariano Díaz,mariano-diaz,Deportivo Alavés,La Liga,Forward,2026/27,0.8359,0.8359,0.3594,0.1003,2.5077,0.8359,0.2786,1.3932,4.4582,0.2786,0.0,3.3437,0.8359,2.2291
1,0,0.38,0.34,6,2,1,3,25,8,10,24,30,7,585,7,896073,Nahuel Tenaglia,nahuel-tenaglia,Deportivo Alavés,La Liga,Defender,2026/27,0.1538,0.0,0.0585,0.0523,0.9231,0.3077,0.1538,0.4615,3.8462,1.2308,1.5385,3.6923,4.6154,1.0769
1,0,0.75,0.12,9,2,0,7,46,5,8,33,12,6,580,7,1084381,Pablo Ibáñez,pablo-ibanez-lumbreras,Deportivo Alavés,La Liga,Midfielder,2026/27,0.1552,0.0,0.1164,0.0186,1.3966,0.3103,0.0,1.0862,7.1379,0.7759,1.2414,5.1207,1.8621,0.931
0,0,1.93,0.14,11,5,2,0,15,4,0,5,8,18,349,6,831253,Toni Martínez,toni-martinez,Deportivo Alavés,La Liga,Forward,2026/27,0.0,0.0,0.4977,0.0361,2.8367,1.2894,0.5158,0.0,3.8682,1.0315,0.0,1.2894,2.063,4.6418
1,0,0.91,0.02,2,0,0,1,9,2,8,9,47,9,620,7,999178,Ville Koski,koski-ville,Deportivo Alavés,La Liga,Defender,2026/27,0.1452,0.0,0.1321,0.0029,0.2903,0.0,0.0,0.1452,1.3065,0.2903,1.1613,1.3065,6.8226,1.3065
0,3,0.92,1.66,9,10,6,11,30,3,5,20,5,2,492,7,1513222,Ángel Pérez,angel-perez,Deportivo Alavés,La Liga,Midfielder,2026/27,0.0,0.5488,0.1683,0.3037,1.6463,1.8293,1.0976,2.0122,5.4878,0.5488,0.9146,3.6585,0.9146,0.3659
0,0,0.72,0.1,10,3,1,10,23,5,0,13,6,14,409,7,2335487,Bil Nsongo,bil-nsongo,Deportivo de A Coruña,La Liga,Forward,2026/27,0.0,0.0,0.1584,0.022,2.2005,0.6601,0.22,2.2005,5.0611,1.1002,0.0,2.8606,1.3203,3.0807
0,0,0.24,0.63,5,6,1,5,41,3,13,32,11,2,569,7,973300,Giacomo Quagliata,giacomo-quagliata,Deportivo de A Coruña,La Liga,Defender,2026/27,0.0,0.0,0.038,0.0996,0.7909,0.949,0.1582,0.7909,6.4851,0.4745,2.0562,5.0615,1.7399,0.3163
0,0,0.35,0.04,5,2,1,0,21,0,4,5,30,14,364,6,325355,José María Giménez,jose-maria-gimenez,Deportivo de A Coruña,La Liga,Defender,2026/27,0.0,0.0,0.0865,0.0099,1.2363,0.4945,0.2473,0.0,5.1923,0.0,0.989,1.2363,7.4176,3.4615
0,1,0.0,0.13,0,3,0,2,43,8,6,24,17,9,540,6,1100207,Lorenzo Amatucci,amatucci-lorenzo,Deportivo de A Coruña,La Liga,Midfielder,2026/27,0.0,0.1667,0.0,0.0217,0.0,0.5,0.0,0.3333,7.1667,1.3333,1.0,4.0,2.8333,1.5
0,0,0.0,0.04,0,1,0,1,11,6,8,14,37,8,450,5,1127337,Lucas Noubi,lucas-noubi,Deportivo de A Coruña,La Liga,Defender,2026/27,0.0,0.0,0.0,0.008,0.0,0.2,0.0,0.2,2.2,1.2,1.6,2.8,7.4,1.6
1,1,0.37,1.27,4,14,1,5,52,5,2,17,3,4,399,7,966526,Luismi Cruz,luismi-cruz,Deportivo de A Coruña,La Liga,Midfielder,2026/27,0.2256,0.2256,0.0835,0.2865,0.9023,3.1579,0.2256,1.1278,11.7293,1.1278,0.4511,3.8346,0.6767,0.9023
0,2,0.36,0.74,7,7,4,2,69,3,4,28,4,2,508,7,984622,Mario Soriano,mario-soriano,Deportivo de A Coruña,La Liga,Midfielder,2026/27,0.0,0.3543,0.0638,0.1311,1.2402,1.2402,0.7087,0.3543,12.2244,0.5315,0.7087,4.9606,0.7087,0.3543
5,2,3.16,0.5,17,9,1,4,39,2,3,12,8,4,560,7,51498,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,Deportivo de A Coruña,La Liga,Forward,2026/27,0.8036,0.3214,0.5079,0.0804,2.7321,1.4464,0.1607,0.6429,6.2679,0.3214,0.4821,1.9286,1.2857,0.6429
0,0,0.25,0.12,4,1,0,0,35,9,9,15,26,4,533,6,150864,Ximo Navarro,ximo-navarro,Deportivo de A Coruña,La Liga,Defender,2026/27,0.0,0.0,0.0422,0.0203,0.6754,0.1689,0.0,0.0,5.9099,1.5197,1.5197,2.5328,4.3902,0.6754
1,0,0.04,0.12,1,2,0,2,35,11,3,8,16,2,540,7,1542721,Buba Sangaré,sangare-buba,Elche,La Liga,Defender,2026/27,0.1667,0.0,0.0067,0.02,0.1667,0.3333,0.0,0.3333,5.8333,1.8333,0.5,1.3333,2.6667,0.3333
0,0,0.05,0.16,1,2,1,1,16,7,9,26,11,1,327,5,1117026,Federico Redondo,federico-redondo,Elche,La Liga,Midfielder,2026/27,0.0,0.0,0.0138,0.044,0.2752,0.5505,0.2752,0.2752,4.4037,1.9266,2.4771,7.156,3.0275,0.2752
5,0,2.9,0.21,11,2,1,6,27,5,2,13,8,20,470,7,1016019,Fernando Niño,fernando-nino,Elche,La Liga,Forward,2026/27,0.9574,0.0,0.5553,0.0402,2.1064,0.383,0.1915,1.1489,5.1702,0.9574,0.383,2.4894,1.5319,3.8298
1,0,0.37,0.94,3,12,1,7,64,4,4,20,9,3,572,7,962710,Germán Valera,german-valera,Elche,La Liga,Midfielder,2026/27,0.1573,0.0,0.0582,0.1479,0.472,1.8881,0.1573,1.1014,10.0699,0.6294,0.6294,3.1469,1.4161,0.472
0,1,0.21,1.08,4,8,2,6,72,7,5,30,3,7,573,7,914765,Gonzalo Villar,gonzalo-villar,Elche,La Liga,Midfielder,2026/27,0.0,0.1571,0.033,0.1696,0.6283,1.2565,0.3141,0.9424,11.3089,1.0995,0.7853,4.712,0.4712,1.0995
0,0,0.02,0.03,1,1,0,0,9,7,6,16,14,2,307,5,1832076,Javi Morcillo,javi-morcillo,Elche,La Liga,Midfielder,2026/27,0.0,0.0,0.0059,0.0088,0.2932,0.2932,0.0,0.0,2.6384,2.0521,1.759,4.6906,4.1042,0.5863
0,3,0.14,0.44,5,5,2,5,53,1,5,20,3,1,398,7,605374,Tete Morente,tete-morente,Elche,La Liga,Forward,2026/27,0.0,0.6784,0.0317,0.0995,1.1307,1.1307,0.4523,1.1307,11.9849,0.2261,1.1307,4.5226,0.6784,0.2261
0,1,0.43,0.4,4,3,1,1,54,6,7,32,23,14,630,7,855831,Víctor Chust,victor-chust,Elche,La Liga,Defender,2026/27,0.0,0.1429,0.0614,0.0571,0.5714,0.4286,0.1429,0.1429,7.7143,0.8571,1.0,4.5714,3.2857,2.0
0,0,0.04,0.06,2,0,0,0,23,3,3,15,25,10,375,6,1129360,Clemens Riedel,clemens-riedel,Espanyol,La Liga,Defender,2026/27,0.0,0.0,0.0096,0.0144,0.48,0.0,0.0,0.0,5.52,0.72,0.72,3.6,6.0,2.4
0,0,1.03,1.53,16,16,2,11,100,9,2,34,11,7,558,7,877262,Edu Expósito,edu-exposito,Espanyol,La Liga,Midfielder,2026/27,0.0,0.0,0.1661,0.2468,2.5806,2.5806,0.3226,1.7742,16.129,1.4516,0.3226,5.4839,1.7742,1.129
0,4,0.76,1.03,11,13,5,6,49,4,1,21,1,0,561,7,1514913,Javier Hernández,hernandez-javier,Espanyol,La Liga,Midfielder,2026/27,0.0,0.6417,0.1219,0.1652,1.7647,2.0856,0.8021,0.9626,7.861,0.6417,0.1604,3.369,0.1604,0.0
0,0,0.18,0.2,2,0,0,0,26,1,4,8,34,15,360,4,81992,Leandro Cabrera,leandro-cabrera,Espanyol,La Liga,Defender,2026/27,0.0,0.0,0.045,0.05,0.5,0.0,0.0,0.0,6.5,0.25,1.0,2.0,8.5,3.75
0,1,0.0,0.93,0,3,1,3,28,6,6,12,27,10,525,6,1064026,Omar El Hilali,omar-el-hilali,Espanyol,La Liga,Defender,2026/27,0.0,0.1714,0.0,0.1594,0.0,0.5143,0.1714,0.5143,4.8,1.0286,1.0286,2.0571,4.6286,1.7143
6,0,3.38,0.36,16,4,0,2,16,2,1,8,8,15,613,7,1392592,Roberto Fernández,roberto-fernandez,Espanyol,La Liga,Forward,2026/27,0.8809,0.0,0.4962,0.0529,2.3491,0.5873,0.0,0.2936,2.3491,0.2936,0.1468,1.1746,1.1746,2.2023
0,0,0.06,0.29,1,2,0,1,55,12,5,25,19,7,536,7,2065347,Roger Hinojo,roger-hinojo,Espanyol,La Liga,Defender,2026/27,0.0,0.0,0.0101,0.0487,0.1679,0.3358,0.0,0.1679,9.2351,2.0149,0.8396,4.1978,3.1903,1.1754
1,0,0.35,0.53,6,2,0,5,36,3,6,29,3,1,433,6,1063015,Tyrhys Dolan,tyrhys-dolan,Espanyol,La Liga,Midfielder,2026/27,0.2079,0.0,0.0727,0.1102,1.2471,0.4157,0.0,1.0393,7.4827,0.6236,1.2471,6.0277,0.6236,0.2079
0,0,0.08,0.45,2,3,0,1,29,5,7,21,26,10,423,5,892521,Unai Núñez,unai-nunez,Espanyol,La Liga,Defender,2026/27,0.0,0.0,0.017,0.0957,0.4255,0.6383,0.0,0.2128,6.1702,1.0638,1.4894,4.4681,5.5319,2.1277
0,0,0.01,0.11,1,1,0,1,36,3,5,15,10,3,442,7,1064009,Urko González,urko-gonzalez,Espanyol,La Liga,Midfielder,2026/27,0.0,0.0,0.002,0.0224,0.2036,0.2036,0.0,0.2036,7.3303,0.6109,1.0181,3.0543,2.0362,0.6109
1,0,0.86,0.31,11,3,0,5,36,7,2,14,4,6,388,7,1136863,Álex Calatrava,alex-calatrava,Espanyol,La Liga,Midfielder,2026/27,0.232,0.0,0.1995,0.0719,2.5515,0.6959,0.0,1.1598,8.3505,1.6237,0.4639,3.2474,0.9278,1.3918
0,1,0.54,0.23,4,1,0,0,26,2,7,19,21,12,402,6,186795,Andreas Christensen,andreas-christensen,FC Barcelona,La Liga,Defender,2026/27,0.0,0.2239,0.1209,0.0515,0.8955,0.2239,0.0,0.0,5.8209,0.4478,1.5672,4.2537,4.7015,2.6866
0,4,2.12,0.94,12,7,3,12,49,2,0,9,2,1,397,6,914902,Anthony Gordon,anthony-gordon,FC Barcelona,La Liga,Forward,2026/27,0.0,0.9068,0.4806,0.2131,2.7204,1.5869,0.6801,2.7204,11.1083,0.4534,0.0,2.0403,0.4534,0.2267
0,0,0.15,0.53,4,5,1,2,90,10,5,26,16,5,469,6,876214,Eric García,eric-garcia,FC Barcelona,La Liga,Defender,2026/27,0.0,0.0,0.0288,0.1017,0.7676,0.9595,0.1919,0.3838,17.2708,1.919,0.9595,4.9893,3.0704,0.9595
4,2,2.74,0.82,11,11,3,8,67,4,2,12,2,4,447,6,1153270,Fermín López,fermin-lopez,FC Barcelona,La Liga,Midfielder,2026/27,0.8054,0.4027,0.5517,0.1651,2.2148,2.2148,0.604,1.6107,13.4899,0.8054,0.4027,2.4161,0.4027,0.8054
0,0,0.1,0.1,1,0,0,1,57,2,7,10,28,7,436,6,1094827,Gerard Martín,gerard-martin,FC Barcelona,La Liga,Defender,2026/27,0.0,0.0,0.0206,0.0206,0.2064,0.0,0.0,0.2064,11.7661,0.4128,1.445,2.0642,5.7798,1.445
7,4,6.08,2.65,38,28,10,30,135,1,2,16,2,0,581,7,1402912,Lamine Yamal,lamine-yamal,FC Barcelona,La Liga,Midfielder,2026/27,1.0843,0.6196,0.9418,0.4105,5.8864,4.3373,1.5491,4.6472,20.9122,0.1549,0.3098,2.4785,0.3098,0.0
0,0,0.47,0.11,3,0,0,0,42,5,6,13,21,16,422,5,1402913,Pau Cubarsí,pau-cubarsi,FC Barcelona,La Liga,Defender,2026/27,0.0,0.0,0.1002,0.0235,0.6398,0.0,0.0,0.0,8.9573,1.0664,1.2796,2.7725,4.4787,3.4123
1,1,0.53,1.5,6,15,1,4,135,6,0,44,5,0,502,7,992587,Pedri,pedri,FC Barcelona,La Liga,Midfielder,2026/27,0.1793,0.1793,0.095,0.2689,1.0757,2.6892,0.1793,0.7171,24.2032,1.0757,0.0,7.8884,0.8964,0.0
12,3,8.84,1.49,25,14,4,12,61,2,0,7,2,1,555,7,831005,Raphinha,raphinha,FC Barcelona,La Liga,Midfielder,2026/27,1.9459,0.4865,1.4335,0.2416,4.0541,2.2703,0.6486,1.9459,9.8919,0.3243,0.0,1.1351,0.3243,0.1622
0,0,0.81,0.54,4,5,2,1,81,8,9,26,8,3,356,6,827606,Rodri,rodri,FC Barcelona,La Liga,Midfielder,2026/27,0.0,0.0,0.2048,0.1365,1.0112,1.264,0.5056,0.2528,20.4775,2.0225,2.2753,6.573,2.0225,0.7584
1,2,0.15,0.42,4,4,3,5,41,9,7,27,15,6,440,5,1546073,Xavi Espart,xavi-espart,FC Barcelona,La Liga,Defender,2026/27,0.2045,0.4091,0.0307,0.0859,0.8182,0.8182,0.6136,1.0227,8.3864,1.8409,1.4318,5.5227,3.0682,1.2273
0,0,0.21,0.2,6,5,0,6,30,8,3,22,10,0,472,6,1457536,Andrés García,andres-garcia,Getafe,La Liga,Defender,2026/27,0.0,0.0,0.04,0.0381,1.1441,0.9534,0.0,1.1441,5.7203,1.5254,0.572,4.1949,1.9068,0.0
0,0,0.0,0.11,0,1,0,1,19,5,9,38,29,7,596,7,307702,Djené,djene,Getafe,La Liga,Defender,2026/27,0.0,0.0,0.0,0.0166,0.0,0.151,0.0,0.151,2.8691,0.755,1.3591,5.7383,4.3792,1.057
1,0,1.34,0.12,10,4,0,0,29,5,0,10,4,19,540,7,336655,Enes Ünal,enes-unal,Getafe,La Liga,Forward,2026/27,0.1667,0.0,0.2233,0.02,1.6667,0.6667,0.0,0.0,4.8333,0.8333,0.0,1.6667,0.6667,3.1667
0,0,0.11,0.15,3,0,0,1,43,1,5,12,4,1,351,5,1000676,Francho Serrano,serrano-francho,Getafe,La Liga,Midfielder,2026/27,0.0,0.0,0.0282,0.0385,0.7692,0.0,0.0,0.2564,11.0256,0.2564,1.2821,3.0769,1.0256,0.2564
0,0,0.15,0.58,5,8,0,3,31,6,3,24,21,5,495,6,344847,Johan Mojica,johan-mojica,Getafe,La Liga,Defender,2026/27,0.0,0.0,0.0273,0.1055,0.9091,1.4545,0.0,0.5455,5.6364,1.0909,0.5455,4.3636,3.8182,0.9091
0,0,0.31,0.08,6,1,0,0,23,1,3,12,6,5,333,4,1154549,Mario Martín,martin-mario,Getafe,La Liga,Midfielder,2026/27,0.0,0.0,0.0838,0.0216,1.6216,0.2703,0.0,0.0,6.2162,0.2703,0.8108,3.2432,1.6216,1.3514
1,1,0.77,0.28,14,6,1,9,32,1,2,16,7,13,544,7,973536,Martín Satriano,martin-satriano,Getafe,La Liga,Forward,2026/27,0.1654,0.1654,0.1274,0.0463,2.3162,0.9926,0.1654,1.489,5.2941,0.1654,0.3309,2.6471,1.1581,2.1507
0,0,0.13,0.25,5,2,1,1,13,3,5,7,11,8,374,5,68332,Nemanja Gudelj,nemanja-gudelj,Getafe,La Liga,Midfielder,2026/27,0.0,0.0,0.0313,0.0602,1.2032,0.4813,0.2406,0.2406,3.1283,0.7219,1.2032,1.6845,2.6471,1.9251
0,0,0.17,0.1,3,2,0,3,38,2,14,18,6,3,554,7,793988,Orel Mangala,orel-mangala,Getafe,La Liga,Midfielder,2026/27,0.0,0.0,0.0276,0.0162,0.4874,0.3249,0.0,0.4874,6.1733,0.3249,2.2744,2.9242,0.9747,0.4874
1,0,0.99,1.09,17,10,0,11,55,2,3,26,9,8,532,6,1088565,Ramón Terrats,ramon-terrats,Getafe,La Liga,Midfielder,2026/27,0.1692,0.0,0.1675,0.1844,2.8759,1.6917,0.0,1.8609,9.3045,0.3383,0.5075,4.3985,1.5226,1.3534
0,0,0.04,0.1,1,1,0,9,29,5,12,38,32,8,517,6,1108450,Zaid Romero,zaid-romero,Getafe,La Liga,Defender,2026/27,0.0,0.0,0.007,0.0174,0.1741,0.1741,0.0,1.5667,5.0484,0.8704,2.089,6.6151,5.5706,1.3926
1,0,0.46,0.95,7,2,1,1,42,3,8,23,29,5,521,6,997244,Adrián de la Fuente,adrian-de-la-fuente,Levante UD,La Liga,Defender,2026/27,0.1727,0.0,0.0795,0.1641,1.2092,0.3455,0.1727,0.1727,7.2553,0.5182,1.382,3.9731,5.0096,0.8637
0,0,0.05,0.05,1,2,1,2,15,6,8,17,32,11,513,6,122810,Aïssa Mandi,aissa-mandi,Levante UD,La Liga,Defender,2026/27,0.0,0.0,0.0088,0.0088,0.1754,0.3509,0.1754,0.3509,2.6316,1.0526,1.4035,2.9825,5.614,1.9298
1,1,0.06,0.52,2,8,1,2,26,5,4,12,0,1,380,6,996974,Enzo Bardeli,bardeli-enzo,Levante UD,La Liga,Midfielder,2026/27,0.2368,0.2368,0.0142,0.1232,0.4737,1.8947,0.2368,0.4737,6.1579,1.1842,0.9474,2.8421,0.0,0.2368
2,0,3.07,0.17,16,3,1,5,17,2,0,13,2,8,379,6,1014042,Iván Romero,ivan-romero,Levante UD,La Liga,Forward,2026/27,0.4749,0.0,0.729,0.0404,3.7995,0.7124,0.2375,1.1873,4.0369,0.4749,0.0,3.0871,0.4749,1.8997
1,1,0.62,0.76,6,10,3,4,42,8,5,20,4,5,505,6,1010383,Jon Ander Olasagasti,jon-ander-olasagasti,Levante UD,La Liga,Midfielder,2026/27,0.1782,0.1782,0.1105,0.1354,1.0693,1.7822,0.5347,0.7129,7.4851,1.4257,0.8911,3.5644,0.7129,0.8911
0,0,0.01,0.11,1,1,0,3,30,18,6,21,17,4,521,6,984789,Manuel Sánchez,manuel-sanchez,Levante UD,La Liga,Defender,2026/27,0.0,0.0,0.0017,0.019,0.1727,0.1727,0.0,0.5182,5.1823,3.1094,1.0365,3.6276,2.9367,0.691
0,0,0.02,0.09,1,1,0,0,38,4,3,23,12,5,473,6,859769,Oriol Rey,oriol-rey,Levante UD,La Liga,Midfielder,2026/27,0.0,0.0,0.0038,0.0171,0.1903,0.1903,0.0,0.0,7.2304,0.7611,0.5708,4.3763,2.2833,0.9514
3,0,2.77,0.25,13,2,0,1,16,5,1,16,3,6,444,5,909554,Roger Brugué,roger-brugue,Levante UD,La Liga,Midfielder,2026/27,0.6081,0.0,0.5615,0.0507,2.6351,0.4054,0.0,0.2027,3.2432,1.0135,0.2027,3.2432,0.6081,1.2162
